file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-120b,False,2.492459535598755,"; **Missing 10‑year CVD risk threshold logic** – the CPG requires a recommendation only when the ASCVD risk ≥ 10 % (and a separate pathway for 7.5‑<10 %). The ELM definitions retrieve the most recent risk assessment (`MostRecentValidCVDRiskAssessmentResult`) but never compare it to the 10 % (or 7.5 %) cut‑offs, so the core inclusion criterion is not implemented.; **Undefined value sets for smoking status and CVD risk assessment** – the placeholders `ValueSet ""?""` are used in `MostRecentSmokingStatus`, `MostRecentValidSmokingStatus`, `MostRecentCVDRiskAssessment`, and `MostRecentValidCVDRiskAssessment`. The CPG explicitly requires “current smoking” as a risk factor and a validated ASCVD risk calculator; without concrete value‑set OIDs the logic cannot be evaluated.; **Dyslipidemia definition does not include elevated total cholesterol** – the CPG lists “elevated LDL, low HDL, **or elevated total cholesterol**” as dyslipidemia. The ELM only checks `LDL > 130 mg/dL` or `HDL < 40 mg/dL`. Absence of a total‑cholesterol criterion is a deviation from the guideline.; **Look‑back periods are not specified in the CPG** – the ELM includes several look‑back intervals (e.g., 6 years for labs, 42 weeks for pregnancy). Since the guideline does not define these intervals, they cannot be verified as “exactly matching” the CPG; their presence is therefore a potential mismatch.; **Exclusion list is complete but the final decision rule is absent** – the ELM defines `MeetsExclusionCriteria` correctly, but no composite rule is shown that combines age, risk‑factor presence, risk‑score threshold, and exclusion check to produce the recommendation. Consequently the implementation does not fully realize the CPG decision flow.",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-120b,False,1.175704002380371,"The ELM summary is only described as “[Concatenate]” without specifying the required format. The CPG mandates the exact string format `{PatientFirstName} has {N} confirmed conditions and {M} MedicationRequests.` The implementation does not demonstrate that this format is produced, so the summary requirement is not verified as met. All other numeric and logical components (condition filter, medication request count, and HasCount logic) match the CPG.",,groq,Condition_Medication_Count_CPG.md,True,True,False,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-120b,True,1.0264618396759033,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-120b,True,1.0432372093200684,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.54964280128479,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.7262728214263916,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.614008903503418,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gpt-oss-120b,False,1.835848093032837,"; **Missing Encounter Criterion**: The CPG requires a qualifying encounter during the measurement period (value set “Encounter to Screen for Depression” – OID 2.16.840.1.113883.3.600.1916) as part of the inclusion logic. The ELM implementation does not reference this value set nor check for a qualifying encounter, so patients without a recent encounter could incorrectly be flagged as needing screening.; **Resulting Logical Mismatch**: Because the encounter check is omitted, the ELM’s `Needs Depression Screening` condition does not fully implement the CPG’s `MeetsInclusionCriteria`, which is defined as Age ≥ 12 AND no active bipolar AND no active depression AND no recent screening AND **qualifying encounter**. This leads to a deviation from the intended population definition.",,groq,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-120b,False,1.1694014072418213,"; **Sex determination** – The CPG requires checking the patient’s sex against the “Female Administrative Sex” value set (`2.16.840.1.113883.3.560.100.2`). The ELM implementation instead checks `[Patient].gender.value = female` (a plain string comparison) and does not reference the required value set. This does not satisfy the guideline’s specification.; **Result presence for recent DEXA** – The CPG states that a DEXA scan “has been performed within the past 2 years **with a result present**.” The ELM only verifies that an Observation of the DEXA value set exists in the look‑back period; it does not confirm that a result (e.g., a quantitative value or interpretation) is recorded. This omission could allow a scan without a documented result to incorrectly exempt the patient from screening.",,groq,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-120b,False,0.5328173637390137,"; Age threshold mismatch: CPG requires minimum age ≥ 18 years, but ELM uses minimum age ≥ 25 years.; Look‑back interval mismatch: CPG specifies a 12‑month (1‑year) look‑back for a prior blood‑pressure screening encounter, whereas ELM uses a 6‑month look‑back.",,groq,Hypertension-Screening_CPG.md,True,True,True,False
