file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid,error_match,warning_match
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,qwen-2.5-1.5b,False,9.960998296737671,"; ; The age threshold for the population is set to "">= 40 years"" but the CPG specifies ""40 to 75 years"".; The lookback period for the most recent valid LDL test is set to ""6 years"" but the CPG specifies ""6 years"".; The lookback period for the most recent valid HDL test is set to ""6 years"" but the CPG specifies ""6 years"".; The lookback period for the most recent valid smoking status is set to ""6 years"" but the CPG specifies ""6 years"".; The lookback period for the most recent valid CVD risk assessment is set to ""6 years"" but the CPG specifies ""6 years"".; The lookback period for the most recent pregnancy observation is set to ""1 year"" but the CPG specifies ""42 weeks"".; The lookback period for the most recent breastfeeding observation is set to ""1 year"" but the CPG specifies ""1 year"".; The lookback period for the most recent end-stage renal disease encounter is set to ""2 years"" but the CPG specifies ""2 years"".; The lookback period for the most recent statin medication statements is set to ""2 years"" but the CPG specifies ""2 years"".; The lookback period for the most recent statin medication requests is set to ""2 years"" but the CPG specifies ""2 years"".; The lookback period for the most recent statin medication dispensed is set to ""2 years"" but the CPG specifies ""2 years"".; The lookback period for the most recent high-density lipoprotein laboratory test is set to ""130 mg/dL"" but the CPG specifies ""40 mg/dL"".; The lookback period for the most recent myocardial infarction is set to ""Myocardial Infarction"" but the CPG specifies ""Acute Myocardial Infarction"".; The lookback period for the most recent coronary artery bypass graft surgery is set to ""CABG Surgeries"" but the CPG specifies ""Coronary Artery Bypass Graft"".; The lookback period for the most recent percutaneous coronary intervention is set to ""Perc",,llm,USPSTF_Statin_Use_CPG.md,True,True,False,True,,
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,qwen-2.5-1.5b,True,7.886804819107056,,,llm,Condition_Medication_Count_CPG.md,True,True,True,True,,
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,qwen-2.5-1.5b,False,2.9677183628082275,; --; **Age Threshold**: `>= 15`; **Time Interval**: `1 year`; **Age Threshold**: `>= 16`; **Time Interval**: `1 year`; ; ,,llm,Chlamydia_Screening_CPG.md,True,True,False,True,,
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,qwen-2.5-1.5b,True,6.862585544586182,,,llm,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True,,
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,qwen-2.5-1.5b,True,1.433424949645996,,,llm,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,qwen-2.5-1.5b,False,0.8406472206115723,; ; ,,llm,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True,,
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,qwen-2.5-1.5b,False,0.8383278846740723,; ; ,,llm,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True,,
Depression_screening.json,DepressionScreening_CDS,qwen-2.5-1.5b,True,0.39074063301086426,,,llm,Depression_screening_CPG.md,True,True,True,True,,
Osteoporosis screening.json,Osteoporosis_Screening_CDS,qwen-2.5-1.5b,True,9.980284452438354,,,llm,Osteoporosis-Screening_CPG.md,True,True,True,True,,
Hypertension-Screening.json,Hypertension-Screening,qwen-2.5-1.5b,True,0.3822178840637207,,,llm,Hypertension-Screening_CPG.md,True,True,False,False,,
