file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid,error_match,warning_match
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,gpt-oss-20b,True,0.3868107795715332,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True,1.0,1.0
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,gpt-oss-20b,False,0.47420835494995117,"Time interval mismatch – the ELM implementation specifies a 9 g% lookback period for the HbA1c laboratory test, whereas the CPG does not define any time‑interval requirement. All other numeric values (age ≥ 18 years and the HbA1c value set) match exactly.",,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False,0.0,0.0
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-20b,True,0.3445096015930176,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True,1.0,1.0
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,gpt-oss-20b,True,0.31508421897888184,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True,1.0,1.0
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,gpt-oss-20b,True,0.19408726692199707,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True,1.0,1.0
AAA-Screening.json,AAA_Screening_CDS,gpt-oss-20b,True,0.5336127281188965,,,groq,AAA-Screening_CPG.md,True,True,True,True,1.0,1.0
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-20b,True,0.23345708847045898,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,1.0,1.0
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-20b,True,0.22590899467468262,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True,1.0,1.0
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-20b,True,0.20551443099975586,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True,1.0,1.0
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-20b,True,0.22138261795043945,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True,1.0,1.0
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,gpt-oss-20b,True,5.301895618438721,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True,1.0,1.0
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-20b,False,3.6270034313201904,"[Age threshold mismatch: ELM uses 25 years, CPG requires 18 years; Time interval mismatch: ELM uses 6 months, CPG requires 12 months]",,groq,Hypertension-Screening_CPG.md,True,True,True,False,0.25,1.0
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,gpt-oss-20b,True,8.380500316619873,,,groq,Lung-Cancer-Screening_CPG.md,True,True,True,True,1.0,1.0
Depression_screening.json,DepressionScreening_CDS,gpt-oss-20b,True,8.359358310699463,,,groq,Depression_screening_CPG.md,True,True,True,True,1.0,1.0
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-20b,True,6.317158222198486,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,1.0,1.0
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,gpt-oss-20b,False,7.545871734619141,[BMI threshold mismatch: ELM uses 35 kg/m² instead of 25 kg/m²; Glucose test lookback mismatch: ELM uses 1 year instead of 3 years],,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False,0.5,1.0
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,gpt-oss-20b,False,7.561720848083496,Age lower bound mismatch (ELM uses 60 years instead of required 45 years); Lookback period mismatch (ELM uses 2 years instead of required 1 year),,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False,0.25,1.0
Anxiety-Screening.json,Anxiety_Screening_CDS,gpt-oss-20b,False,7.493155002593994,"[""Time interval for recent anxiety screening in the ELM implementation is 6 months, whereas the CPG requires a lookback period of 1 year to determine if screening is unnecessary.""]",,groq,Anxiety-Screening_CPG.md,True,True,True,False,0.5,1.0
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,gpt-oss-20b,True,5.817183494567871,,,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,False,False,0.0,1.0
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-20b,True,16.7333664894104,,,groq,USPSTF_Statin_Use_CPG.md,True,True,True,True,1.0,1.0
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-20b,True,8.259910821914673,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,1.0,1.0
HIV-Screening.json,HIV_Screening_CDS,gpt-oss-20b,False,5.317532539367676,"[Age threshold mismatch – ELM implementation requires Age ≥ 30 years, whereas the CPG requires Age ≥ 15 years and ≤ 65 years.]",,groq,HIV-Screening_CPG.md,True,True,True,False,0.0,1.0
