file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-20b,3,no_cpg,True,0.9163753986358643,,,groq,USPSTF_Statin_Use_CPG.md,True,True,True,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-20b,3,no_cpg,True,0.3515326976776123,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-20b,3,no_cpg,False,0.6872916221618652,Reason for not performing Chlamydia Screening value set is TBD (not defined).,,groq,Chlamydia_Screening_CPG.md,True,True,False,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-20b,3,no_cpg,True,0.39002203941345215,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-20b,3,no_cpg,False,0.5306644439697266,"The lookback interval for mammography is set to 1 year, whereas most breast‑cancer screening guidelines (e.g., USPSTF, ACS) recommend a 2‑year interval for women aged 40–74. This mismatch makes the implementation potentially overly aggressive and not aligned with standard practice.",,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-20b,3,no_cpg,False,0.430621862411499,"; The lookback period for colonoscopy is set to **1 month**, whereas clinical guidelines recommend a screening interval of **10 years** (or 5 years for high‑risk patients).; The age criterion is **≥50 years** only; guidelines typically restrict colon cancer screening to adults **50–75 years** (with some recommendations extending to 76–85 for certain populations).",,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-20b,3,no_cpg,False,0.5324070453643799,"; The screening age threshold of **≥50 years** is too broad; most guidelines recommend starting at 55 (or 50 with shared decision‑making) and do not include men older than 70–75.; The **1‑month lookback period** for prior procedures is clinically inappropriate; prostate cancer screening is typically performed every 2–3 years, not monthly.",,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Depression_screening.json,DepressionScreening_CDS,gpt-oss-20b,3,no_cpg,True,0.2532951831817627,,,groq,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.6928303241729736,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-20b,3,no_cpg,True,0.3359379768371582,,,groq,Hypertension-Screening_CPG.md,True,True,False,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,gpt-oss-20b,3,no_cpg,True,0.5694136619567871,,,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,False,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,gpt-oss-20b,3,no_cpg,False,0.4495980739593506,The HbA1c threshold used in the ELM (≥ 9 g%) is higher than the standard diagnostic threshold for type‑2 diabetes (≥ 6.5 % or 48 mmol/mol). This makes the criterion clinically unreasonable for a diagnosis recommendation.,,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.8683202266693115,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.637162446975708,"The logic for **Has Smoking History** only checks for any active tobacco‑use condition, but the USPSTF guideline requires a **20 pack‑year smoking history**. This pack‑year criterion is missing from the ELM implementation.",,groq,Lung-Cancer-Screening_CPG.md,True,True,False,True
AAA-Screening.json,AAA_Screening_CDS,gpt-oss-20b,3,no_cpg,True,1.1269009113311768,,,groq,AAA-Screening_CPG.md,True,True,True,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.5283575057983398,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.368640661239624,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.41153597831726074,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.5727789402008057,"The ELM specifies an age range of 60–75 years for average‑risk colorectal cancer screening, whereas current clinical practice guidelines (e.g., USPSTF 2021) recommend initiating screening at age 45 (or 50 in older guidelines) and continuing through age 75. The lookback period for a recent colorectal screening is set to 2 years, which does not align with modality‑specific intervals—colonoscopies are recommended every 10 years, FIT annually, sigmoidoscopy every 5 years, etc. Thus, both the age thresholds and the screening interval are clinically unreasonable.",,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False
Anxiety-Screening.json,Anxiety_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.4093320369720459,,,groq,Anxiety-Screening_CPG.md,True,True,False,False
HIV-Screening.json,HIV_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.6125595569610596,"The age threshold is set to ≥30 years, whereas current HIV screening guidelines recommend testing all adults aged 18–65 (or 15–65 in some recommendations). The lookback period is 1 year; for low‑risk adults CDC recommends screening every 3 years (annual screening is reserved for high‑risk populations). The HIV Test value set is appropriate.",,groq,HIV-Screening_CPG.md,True,True,True,False
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,gpt-oss-20b,3,no_cpg,False,1.1471848487854004,"; The BMI threshold for obesity is set at **35 kg/m²**, whereas most clinical guidelines recommend screening adults with a BMI of **≥30 kg/m²**.; The “Time Intervals” section incorrectly lists “35 kg/m²” as a time interval; it should be a BMI threshold.; The look‑back period for a recent glucose test is **1 year**, which is more frequent than the typical **3‑year** interval recommended for prediabetes screening in high‑risk adults.",,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False
Cervical-Cancer-Screening-WrongAge.json,Cervical_Cancer_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.45017361640930176,"The implementation uses an age range of 30–65 years for screening eligibility, whereas USPSTF recommends cervical cancer screening for women aged 21–65 years. This age threshold mismatch makes the logic clinically inaccurate.",,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,False
Depression-Screening-WrongLookback.json,DepressionScreening_CDS,gpt-oss-20b,3,no_cpg,True,0.9316236972808838,,,groq,Depression_screening_CPG.md,True,True,False,False
Falls-Prevention-WrongAge.json,Falls_Prevention_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.5868585109710693,"The ELM implementation uses an age threshold of ≥ 75 years for “In Demographic,” whereas the USPSTF guideline recommends exercise interventions for community‑dwelling adults **≥ 65 years** who are at increased risk for falls. This age threshold mismatch renders the logic clinically inconsistent with the cited CPG.",,groq,Falls-Prevention-Screening_CPG.md,True,True,True,False
Alcohol-Misuse-WrongAge.json,Alcohol_Misuse_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.5042662620544434,"The ELM implementation sets the age threshold to **≥25 years** for screening eligibility, whereas the USPSTF guideline recommends screening **all adults 18 years or older**. This mismatch in the age criterion makes the implementation clinically unreasonable.",,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,False
Osteoporosis-WrongLookback.json,Osteoporosis_Screening_CDS,gpt-oss-20b,3,no_cpg,True,0.21563339233398438,,,groq,Osteoporosis-Screening_CPG.md,True,True,False,False
AAA-Screening-WrongAge.json,AAA_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.7364552021026611,"The implementation uses an age lower bound of 55 years for eligibility, whereas the USPSTF guideline specifies men aged **65–75** years who have ever smoked. This mismatch in the age threshold makes the logic clinically incorrect.",,groq,AAA-Screening_CPG.md,True,True,True,False
Breast-Cancer-WrongOperator.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-20b,3,no_cpg,False,0.697638988494873,"The inclusion logic uses **OR** between Screening Age and Gender, which would incorrectly include male patients aged ≥40. It should use **AND** (i.e., patients who are female *and* ≥40 years old). Additionally, the guideline typically limits screening to women up to age 74; this upper age limit is not represented in the current implementation.",,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,False
Tobacco-Missing-Exclusion.json,Tobacco_Use_Screening_CDS,gpt-oss-20b,3,no_cpg,False,0.7610142230987549,"The logic for determining who needs screening is incomplete. The “Needs Tobacco Use Screening” definition only checks that the patient is in the demographic (age ≥ 18) but does not exclude patients who have already had a recent tobacco screening. According to USPSTF guidance, adults should be screened for tobacco use at least once per year; therefore the logic should include a condition such as “NOT Has Recent Tobacco Screening” to avoid re‑screening patients who have been screened within the past year. This omission makes the implementation clinically unreasonable.",,groq,Tobacco-Use-Screening_CPG.md,True,True,True,False
