file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-20b,2,full,False,0.9851288795471191,"; The ELM implementation does not include a comparison of the 10‑year ASCVD risk to the 10% threshold required for a Grade B recommendation (nor a 7.5%–<10% threshold for a Grade C recommendation).; There is no final rule that triggers the statin recommendation, patient education, or shared‑decision‑making documentation when inclusion criteria are met and exclusions are absent.; The logic for “at least one cardiovascular risk factor” is implemented, but the overall decision logic that combines inclusion, exclusion, and risk‑threshold checks is missing.",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-20b,2,full,False,1.0536234378814697,,,groq,Condition_Medication_Count_CPG.md,True,True,False,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-20b,2,full,True,0.45824193954467773,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-20b,2,full,True,0.46952390670776367,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-20b,2,full,True,0.8091533184051514,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-20b,2,full,True,0.31182122230529785,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-20b,2,full,True,0.22965145111083984,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gpt-oss-20b,2,full,True,5.1676483154296875,,,groq,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-20b,2,full,True,4.7654078006744385,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-20b,2,full,False,0.6209201812744141,"; Age threshold mismatch: CPG requires age ≥ 18 years, but ELM implements age ≥ 25 years.; Look‑back interval mismatch: CPG requires a 12‑month (1 year) look‑back for prior BP‑screening encounters, but ELM uses a 6‑month interval.",,groq,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,gpt-oss-20b,2,full,True,4.75631856918335,,,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,False,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,gpt-oss-20b,2,full,False,0.7358055114746094,"HbA1c threshold mismatch – the CPG requires a most‑recent HbA1c result of ≥ 6.5 % (percent), whereas the ELM implementation uses a threshold of ≥ 9 g % (different value and unit).",,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,gpt-oss-20b,2,full,False,1.0112812519073486,"The ELM implementation does not verify that the Pap Test observation has a result present. The CPG specifies that a Pap Test with a result present within the past 3 years excludes the patient from screening, but the ELM only checks for the existence of an observation in the Pap Test value set.",,groq,Cervical-Cancer-Screening_CPG.md,True,True,False,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,gpt-oss-20b,2,full,False,1.1387102603912354,"The ELM implementation does not fully satisfy the smoking‑history criteria of the CPG.; The CPG requires **active smoker OR former smoker** with **≥20 pack‑years** who **quit within the past 15 years**.; The ELM only checks for a condition in the “Tobacco User” value set with a clinical status code of “active”; it does not account for former smokers, does not evaluate pack‑years, and does not enforce the 15‑year quit window.",,groq,Lung-Cancer-Screening_CPG.md,True,True,False,True
AAA-Screening.json,AAA_Screening_CDS,gpt-oss-20b,2,full,False,2.069589853286743,"; The ELM implementation does not provide a **Source** field for the recommendation when screening is needed, whereas the CPG requires “Source: USPSTF 2019 AAA Screening Recommendation.”; The ELM implementation does not include the **Links**, **Suggestions**, and **Errors** fields (all null) for the case when screening is not needed, as specified in the CPG.",,groq,AAA-Screening_CPG.md,True,True,False,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,gpt-oss-20b,2,full,True,0.9072096347808838,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,gpt-oss-20b,2,full,True,0.7112572193145752,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,gpt-oss-20b,2,full,True,1.0383660793304443,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,gpt-oss-20b,2,full,False,1.6013400554656982,"; Age threshold mismatch: ELM uses 60‑75 years, but CPG requires 45‑75 years.; Lookback period mismatch: ELM checks for a screening within the past 2 years, whereas CPG requires a 1‑year lookback.; Recommendation text mismatch: ELM’s recommendation is “Perform colorectal cancer screening using an appropriate modality (String)”, which does not match the required wording.; Rationale text mismatch: ELM returns null for the rationale, but the CPG specifies a detailed rationale.; Missing Indicator and Source fields that are required in the CPG recommendation output.",,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False
