file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,llama-3.3-70b,1,no_cpg_no_simplify,True,0.47516345977783203,,,groq,USPSTF_Statin_Use_CPG.md,True,True,True,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,llama-3.3-70b,1,no_cpg_no_simplify,True,0.21772336959838867,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,llama-3.3-70b,1,no_cpg_no_simplify,True,0.19213461875915527,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,llama-3.3-70b,1,no_cpg_no_simplify,True,0.3868386745452881,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg_no_simplify,True,0.7125272750854492,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg_no_simplify,True,0.5239357948303223,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg_no_simplify,True,0.48723936080932617,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.5159623622894287,,,groq,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.3033297061920166,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,llama-3.3-70b,1,no_cpg_no_simplify,True,0.2974092960357666,,,groq,Hypertension-Screening_CPG.md,True,True,False,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,llama-3.3-70b,1,no_cpg_no_simplify,True,0.4167945384979248,,,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,False,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,llama-3.3-70b,1,no_cpg_no_simplify,True,0.316051721572876,,,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,False,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.5166611671447754,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,False,1.2612862586975098,"The ELM JSON does not explicitly define a ""20 pack-year smoking history"" condition, which is mentioned in the rationale. The ""Has Smoking History"" condition only checks for the presence of a tobacco use condition, but does not quantify the smoking history. Additionally, the age range in the ""In Demographic"" condition is 50-80 years, but the rationale mentions ""adults aged 50-80 years"", which may imply a more specific demographic definition. The ""Needs Lung Cancer Screening"" condition also does not account for other factors that may be relevant to lung cancer screening, such as family history or exposure to carcinogens.",,groq,Lung-Cancer-Screening_CPG.md,True,True,False,True
AAA-Screening.json,AAA_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.28786134719848633,,,groq,AAA-Screening_CPG.md,True,True,True,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.2695600986480713,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.40063023567199707,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.5776169300079346,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.23748087882995605,,,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,False,False
Anxiety-Screening.json,Anxiety_Screening_CDS,llama-3.3-70b,1,no_cpg_no_simplify,True,0.30468225479125977,,,groq,Anxiety-Screening_CPG.md,True,True,False,False
