file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gemma-4-26b-a4b,5,no_cpg,False,1.3274903297424316,"[The logic for 'MostRecentValidSmokingStatus', 'MostRecentValidCVDRiskAssessment', 'MostRecentPregnancyObservation', 'MostRecentBreastfeedingObservation', and 'DependentUponDialysisConditions' contains placeholder question marks (""?"") instead of actual ValueSets, making the clinical logic incomplete and unverifiable.]",,modal-gguf-q4km,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gemma-4-26b-a4b,5,no_cpg,True,0.15643882751464844,,,modal-gguf-q4km,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gemma-4-26b-a4b,5,no_cpg,True,0.17235159873962402,,,modal-gguf-q4km,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gemma-4-26b-a4b,5,no_cpg,True,0.20611143112182617,,,modal-gguf-q4km,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gemma-4-26b-a4b,5,no_cpg,True,0.18078947067260742,,,modal-gguf-q4km,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gemma-4-26b-a4b,5,no_cpg,False,0.6666309833526611,"The lookback period for Colonoscopy is set to 1 month, which is clinically unreasonable for colon cancer screening. Standard clinical guidelines (CPG) typically require a lookback period of 5 to 10 years for a colonoscopy to determine if a patient is due for screening.",,modal-gguf-q4km,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gemma-4-26b-a4b,5,no_cpg,True,0.2141883373260498,,,modal-gguf-q4km,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gemma-4-26b-a4b,5,no_cpg,True,0.2488861083984375,,,modal-gguf-q4km,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gemma-4-26b-a4b,5,no_cpg,True,0.23356270790100098,,,modal-gguf-q4km,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,gemma-4-26b-a4b,5,no_cpg,True,0.17548298835754395,,,modal-gguf-q4km,Hypertension-Screening_CPG.md,True,True,False,False
