file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,llama-3.3-70b,1,no_cpg,True,0.2556638717651367,,,groq,USPSTF_Statin_Use_CPG.md,True,True,True,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,llama-3.3-70b,1,no_cpg,True,0.2985670566558838,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,llama-3.3-70b,1,no_cpg,True,0.37071728706359863,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,llama-3.3-70b,1,no_cpg,True,0.22353649139404297,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg,True,0.0681159496307373,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg,True,0.08185315132141113,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg,True,0.15902304649353027,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,llama-3.3-70b,1,no_cpg,True,0.1462106704711914,,,groq,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.1501011848449707,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,llama-3.3-70b,1,no_cpg,False,0.40305590629577637,"The Age Threshold of >= 25 years may not be clinically reasonable as the USPSTF recommends screening for hypertension in adults aged 18 years and older. The Time Intervals (Lookback Periods) of 6 months may also not be sufficient, as the American Heart Association recommends more frequent screenings. The Value Set for Encounter to Screen for Blood Pressure may need to be verified for accuracy and completeness.",,groq,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,llama-3.3-70b,1,no_cpg,True,0.20498418807983398,,,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,False,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,llama-3.3-70b,1,no_cpg,True,0.07959389686584473,,,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,False,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.13610196113586426,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.27040815353393555,,,groq,Lung-Cancer-Screening_CPG.md,True,True,True,True
AAA-Screening.json,AAA_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.20013189315795898,,,groq,AAA-Screening_CPG.md,True,True,True,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.06840753555297852,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.30595898628234863,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.2246849536895752,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,llama-3.3-70b,1,no_cpg,False,0.5652408599853516,"The age thresholds in the ELM implementation (Age >= 60 years and Age <= 75 years) do not align with typical clinical guidelines for colorectal cancer screening, which often recommend screening for average-risk individuals to start at age 50 and continue until at least age 75. The lookback period of 2 years for recent colorectal screening may also be too short, as many guidelines recommend a 10-year interval for colonoscopy. Additionally, the value set for Colorectal Cancer Screening should be verified against current clinical practice guidelines to ensure it includes all recommended screening modalities.",,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False
Anxiety-Screening.json,Anxiety_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.14258551597595215,,,groq,Anxiety-Screening_CPG.md,True,True,False,False
HIV-Screening.json,HIV_Screening_CDS,llama-3.3-70b,1,no_cpg,False,0.4796910285949707,"The age threshold of >= 30 years may not align with current clinical guidelines, which often recommend HIV screening for all adults aged 15-65 years. Additionally, the lookback period of 1 year may not be sufficient, as some guidelines recommend screening every 3-6 months for high-risk individuals. The value set for HIV Test appears to be a standard LOINC code, but its relevance and accuracy should be verified against the specific clinical context and guidelines.",,groq,HIV-Screening_CPG.md,True,True,True,False
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.14479923248291016,,,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,False,False
Cervical-Cancer-Screening-WrongAge.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.1423044204711914,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,False,False
Depression-Screening-WrongLookback.json,DepressionScreening_CDS,llama-3.3-70b,1,no_cpg,True,0.3980569839477539,,,groq,Depression_screening_CPG.md,True,True,False,False
Falls-Prevention-WrongAge.json,Falls_Prevention_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.1629941463470459,,,groq,Falls-Prevention-Screening_CPG.md,True,True,False,False
Alcohol-Misuse-WrongAge.json,Alcohol_Misuse_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.27500104904174805,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,False,False
Osteoporosis-WrongLookback.json,Osteoporosis_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.4532477855682373,,,groq,Osteoporosis-Screening_CPG.md,True,True,False,False
AAA-Screening-WrongAge.json,AAA_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.27236008644104004,,,groq,AAA-Screening_CPG.md,True,True,False,False
Breast-Cancer-WrongOperator.json,Breast-Cancer-Screening-OpenEMR,llama-3.3-70b,1,no_cpg,True,0.12019896507263184,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,False,False
Tobacco-Missing-Exclusion.json,Tobacco_Use_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.10438108444213867,,,groq,Tobacco-Use-Screening_CPG.md,True,True,False,False
Lung-Cancer-Missing-SubPopulation.json,Lung_Cancer_Screening_CDS,llama-3.3-70b,1,no_cpg,True,0.42774510383605957,,,groq,Lung-Cancer-Screening_CPG.md,True,True,False,False
