file,library,model,trial,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gemma-4-31b,5,False,53.4216947555542,"; **Missing Value Sets**: The ELM implementation contains placeholders (""?"") for critical value sets: `MostRecentSmokingStatus`, `MostRecentValidSmokingStatus`, `MostRecentCVDRiskAssessment`, `MostRecentValidCVDRiskAssessment`, `MostRecentPregnancyObservation`, `MostRecentBreastfeedingObservation`, and `DependentUponDialysisConditions`.; **Logic Gap (CVD Risk Threshold)**: The CPG requires a 10-year CVD event risk of 10% or greater for the Grade B recommendation. The ELM implementation defines `MostRecentValidCVDRiskAssessmentResult` but never applies the "">= 10%"" threshold logic anywhere in the provided definitions.; **Logic Gap (Risk Factor Definition)**: The CPG defines Dyslipidemia as ""elevated LDL, low HDL, or elevated total cholesterol."" The ELM implementation `HasCVDRiskFactors` uses hardcoded thresholds (LDL > 130 mg/dL or HDL < 40 mg/dL) which are not explicitly defined in the provided CPG requirements.; **Exclusion Criteria Mismatch**: The ELM implementation includes several exclusions not mentioned in the CPG (End Stage Renal Disease, Dialysis, Cirrhosis, and Rhabdomyolysis). While clinically relevant, they are not part of the provided CPG requirements for validation.",,openrouter,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gemma-4-31b,5,True,24.504351139068604,,,openrouter,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gemma-4-31b,5,True,52.364012718200684,,,openrouter,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gemma-4-31b,5,True,30.662732362747192,,,openrouter,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gemma-4-31b,5,True,15.057138919830322,,,openrouter,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gemma-4-31b,5,True,2.556781530380249,,,openrouter,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gemma-4-31b,5,True,3.08630108833313,,,openrouter,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gemma-4-31b,5,False,27.849279165267944,"The ELM implementation is missing the ""Encounter"" requirement. The CPG requires a ""Qualifying encounter during measurement period (from 'Encounter to Screen for Depression' value set - 2.16.840.1.113883.3.600.1916)"" to meet inclusion criteria, but this logic is entirely absent from the ELM logic definitions.",,openrouter,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gemma-4-31b,5,True,17.19699764251709,,,openrouter,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,gemma-4-31b,5,False,24.415692806243896,,,openrouter,Hypertension-Screening_CPG.md,True,True,True,False
