file,library,model,trial,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,medgemma-1.5-4b,3,True,133.7258141040802,,,local,USPSTF_Statin_Use_CPG.md,True,True,True,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,medgemma-1.5-4b,3,True,0.4130854606628418,,,local,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,medgemma-1.5-4b,3,True,0.42389559745788574,,,local,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,medgemma-1.5-4b,3,False,35.1259081363678,None<unused95>VALID: YES,,local,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,False,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,medgemma-1.5-4b,3,False,30.052714347839355,None<unused95>VALID: YES,,local,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,medgemma-1.5-4b,3,True,36.72055435180664,,,local,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,medgemma-1.5-4b,3,False,48.51571035385132,None<unused95>VALID: YES,,local,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Depression_screening.json,DepressionScreening_CDS,medgemma-1.5-4b,3,False,55.8351845741272,None<unused95>VALID: YES,,local,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,medgemma-1.5-4b,3,True,73.48089265823364,,,local,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,medgemma-1.5-4b,3,False,48.43933868408203,,,local,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,medgemma-1.5-4b,3,False,39.227044105529785,,,local,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,medgemma-1.5-4b,3,False,38.94726538658142,None<unused95>VALID: YES,,local,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,medgemma-1.5-4b,3,False,44.43647122383118,None<unused95>VALID: YES,,local,Cervical-Cancer-Screening_CPG.md,True,True,False,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,medgemma-1.5-4b,3,True,44.20836639404297,,,local,Lung-Cancer-Screening_CPG.md,True,True,True,True
AAA-Screening.json,AAA_Screening_CDS,medgemma-1.5-4b,3,False,45.35516595840454,None<unused95>VALID: YES,,local,AAA-Screening_CPG.md,True,True,False,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,medgemma-1.5-4b,3,False,23.806161403656006,None<unused95>VALID: YES,,local,Alcohol-Misuse-Screening_CPG.md,True,True,False,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,medgemma-1.5-4b,3,False,29.672261953353882,None<unused95>VALID: YES,,local,Falls-Prevention-Screening_CPG.md,True,True,False,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,medgemma-1.5-4b,3,True,36.80961632728577,,,local,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,medgemma-1.5-4b,3,False,49.59461545944214,,,local,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False
Anxiety-Screening.json,Anxiety_Screening_CDS,medgemma-1.5-4b,3,False,45.82961940765381,"The time interval used in the ELM (`Has Recent Anxiety Screening`) is ""6 months"", which does not match the CPG requirement of ""within the past 1 year"".<unused95>VALID: NO; The time interval used in the ELM (`Has Recent Anxiety Screening`) is ""6 months"", which does not match the CPG requirement of ""within the past 1 year"".",,local,Anxiety-Screening_CPG.md,True,True,True,False
HIV-Screening.json,HIV_Screening_CDS,medgemma-1.5-4b,3,False,48.92669177055359,"The ELM implementation uses an age threshold of >= 30 years, while the CPG requires the age range to be 15 to 65 years. Additionally, the ELM's logic for determining if screening is needed (`Needs HIV Screening`) does not correctly implement the CPG's `MeetsInclusionCriteria` logic, which requires both age bounds (15-65) and the absence of a recent HIV test. The ELM's logic only checks the age threshold (>= 30) and the absence of a recent test, omitting the upper age limit check (<= 65).<unused95>VALID: NO; ",,local,HIV-Screening_CPG.md,True,True,True,False
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,medgemma-1.5-4b,3,False,50.87420701980591,None<unused95>VALID: YES,,local,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False
Cervical-Cancer-Screening-WrongAge.json,Cervical_Cancer_Screening_CDS,medgemma-1.5-4b,3,False,38.51508450508118,None<unused95>VALID: YES,,local,Cervical-Cancer-Screening_CPG.md,True,True,True,False
Depression-Screening-WrongLookback.json,DepressionScreening_CDS,medgemma-1.5-4b,3,False,50.483012437820435,None<unused95>VALID: YES,,local,Depression_screening_CPG.md,True,True,True,False
Falls-Prevention-WrongAge.json,Falls_Prevention_Screening_CDS,medgemma-1.5-4b,3,False,56.3545138835907,,,local,Falls-Prevention-Screening_CPG.md,True,True,True,False
Alcohol-Misuse-WrongAge.json,Alcohol_Misuse_Screening_CDS,medgemma-1.5-4b,3,False,44.48893213272095,,,local,Alcohol-Misuse-Screening_CPG.md,True,True,True,False
Osteoporosis-WrongLookback.json,Osteoporosis_Screening_CDS,medgemma-1.5-4b,3,False,87.07826018333435,[,,local,Osteoporosis-Screening_CPG.md,True,True,True,False
AAA-Screening-WrongAge.json,AAA_Screening_CDS,medgemma-1.5-4b,3,False,82.4278519153595,,,local,AAA-Screening_CPG.md,True,True,True,False
Breast-Cancer-WrongOperator.json,Breast-Cancer-Screening-OpenEMR,medgemma-1.5-4b,3,True,36.52231478691101,,,local,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,False,False
Tobacco-Missing-Exclusion.json,Tobacco_Use_Screening_CDS,medgemma-1.5-4b,3,False,36.817298889160156,None<unused95>VALID: YES,,local,Tobacco-Use-Screening_CPG.md,True,True,True,False
Lung-Cancer-Missing-SubPopulation.json,Lung_Cancer_Screening_CDS,medgemma-1.5-4b,3,True,38.57036590576172,,,local,Lung-Cancer-Screening_CPG.md,True,True,False,False
IPF-Screening.json,IPF-ScreeningIE,medgemma-1.5-4b,3,False,87.30793356895447,,,local,IPF-Screening_CPG.md,True,True,False,True
IPF-Screening-WrongCT.json,IPF-Screening,medgemma-1.5-4b,3,False,77.36935234069824,"[describe specific value mismatches between ELM and CPG]; The SNOMED code for ""Interstitial Pulmonary Fibrosis [Unspecified Cause]"" is incorrect in the ELM (`2.16.840.1.113762.1.4.1146.1809`) compared to the CPG (`2.16.840.1.113762.1.4.1146.3135`).; The SNOMED code for ""Connective Tissue Disorders"" is incorrect in the ELM (`2.16.840.1.113762.1.4.1146.3135`) compared to the CPG (`2.16.840.1.113762.1.4.1146.3135`).; The ELM does not implement the ""Time Intervals"" requirement specified in the CPG.<unused95>VALID: NO; ; The SNOMED code for ""Interstitial Pulmonary Fibrosis [Unspecified Cause]"" is incorrect in the ELM (`2.16.840.1.113762.1.4.1146.1809`) compared to the CPG (`2.16.840.1.113762.1.4.1146.3135`).; The SNOMED code for ""Connective Tissue Disorders"" is incorrect in the ELM (`2.16.840.1.113762.1.4.1146.3135`) compared to the CPG (`2.16.840.1.113762.1.4.1146.3135`).; The ELM does not implement the ""Time Intervals"" requirement specified in the CPG.",,local,IPF-Screening_CPG.md,True,True,True,False
AAA-Missing-SexRestriction.json,AAA_Screening_CDS,medgemma-1.5-4b,3,False,49.914750814437866,,,local,AAA-Screening_CPG.md,True,True,True,False
Depression-Missing-BipolarExclusion.json,DepressionScreening_CDS,medgemma-1.5-4b,3,False,108.32578825950623,,,local,Depression_screening_CPG.md,True,True,True,False
Colon-Cancer-Inverted-Procedure.json,Colon-Cancer-Screening-OpenEMR,medgemma-1.5-4b,3,False,37.127400636672974,None<unused95>VALID: YES,,local,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,False
Falls-Inverted-Assessment.json,Falls_Prevention_Screening_CDS,medgemma-1.5-4b,3,False,38.99158501625061,None<unused95>VALID: YES,,local,Falls-Prevention-Screening_CPG.md,True,True,True,False
Depression-WrongNesting.json,DepressionScreening_CDS,medgemma-1.5-4b,3,True,65.97989439964294,,,local,Depression_screening_CPG.md,True,True,False,False
IPF-WrongExclusionNesting.json,IPF-ScreeningIE,medgemma-1.5-4b,3,False,83.35004901885986,"The SNOMED ID for ""Interstitial Pulmonary Fibrosis [Unspecified Cause]"" is incorrect in the ELM implementation. It should be `2.16.840.1.113762.1.4.1146.1809`, but it is currently `2.16.840.1.113762.1.4.1146.3135`.<unused95>VALID: NO; The SNOMED ID for ""Interstitial Pulmonary Fibrosis [Unspecified Cause]"" is incorrect in the ELM implementation. It should be `2.16.840.1.113762.1.4.1146.1809`, but it is currently `2.16.840.1.113762.1.4.1146.3135`.",,local,IPF-Screening_CPG.md,True,True,True,False
Falls-SwappedValueSet.json,Falls_Prevention_Screening_CDS,medgemma-1.5-4b,3,False,35.043774127960205,,,local,Falls-Prevention-Screening_CPG.md,True,True,True,False
Alcohol-SwappedValueSet.json,Alcohol_Misuse_Screening_CDS,medgemma-1.5-4b,3,False,29.83394455909729,None<unused95>VALID: YES,,local,Alcohol-Misuse-Screening_CPG.md,True,True,True,False
