file,library,model,trial,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gemma-4-26b-a4b,2,False,6.183667898178101,"; Logic Mismatch (Risk Factor Check): The CPG defines Dyslipidemia as ""elevated LDL, low HDL, or elevated total cholesterol."" The ELM implementation `HasCVDRiskFactors` uses `[MostRecentValidLDLResult] > 130 mg/dL`. This is a mismatch; 130 mg/dL is a specific threshold often used for diabetes-related statin guidelines, but the CPG provided does not define 130 mg/dL as the threshold for dyslipidemia.; Logic Mismatch (Exclusion Criteria): The CPG lists ""Patients with LDL-C levels >=190 mg/dL"" as an exclusion. The ELM implementation `MeetsExclusionCriteria` uses `[MostRecentValidLDLResult] > 190 mg/dL`. This is a mismatch; the ELM uses ""greater than"" while the CPG specifies ""greater than or equal to.""; Logic Mismatch (Statin Medication Requests): The ELM implementation for `StatinMedicationRequests` contains a logic error: `UNION FROM Retrieve MedicationRequest AS MR`. This effectively includes *all* medication requests regardless of whether they are statins, which would cause the `OnStatinTherapy` exclusion to trigger for almost any patient on any medication.",,openrouter,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gemma-4-26b-a4b,2,False,1.4625513553619385,"The ELM implementation for 'Summary' is incomplete; it uses a placeholder '[Concatenate]' instead of implementing the specific string formatting logic required by the CPG (which requires concatenating the Patient's first name, the count of confirmed conditions, and the count of medication requests).",,openrouter,Condition_Medication_Count_CPG.md,True,True,False,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gemma-4-26b-a4b,2,True,0.5772895812988281,,,openrouter,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gemma-4-26b-a4b,2,True,0.49362897872924805,,,openrouter,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gemma-4-26b-a4b,2,True,0.9691116809844971,,,openrouter,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gemma-4-26b-a4b,2,True,0.47092700004577637,,,openrouter,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gemma-4-26b-a4b,2,True,0.44156932830810547,,,openrouter,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gemma-4-26b-a4b,2,True,0.4829092025756836,,,openrouter,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gemma-4-26b-a4b,2,False,3.3578219413757324,"; Logic Mismatch in [Has Osteoporotic Fracture]: The CPG requires exclusion based on a ""History of Osteoporotic Fractures,"" but the ELM implementation uses `WHERE NOT (IsNull(C.clinicalStatus))`. This logic is flawed as it would trigger for any condition record regardless of whether it is an active or historical diagnosis, and it does not specifically target the clinical status required to represent a ""history"" versus an ""active"" state in a way that aligns with the other exclusion criteria.; Logic Mismatch in [Has Recent DEXA Scan]: The CPG requires a DEXA scan ""with a result present."" The ELM implementation only checks for the existence of an Observation within the time interval (`EXISTS (FROM Retrieve Observation...)`) but does not verify that the observation contains a valid result/value.",,openrouter,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,gemma-4-26b-a4b,2,False,1.448326826095581,"; Minimum Age mismatch: CPG requires age >= 18 years, but ELM implements age >= 25 years.; Time Interval mismatch: CPG requires a lookback period of 1 year (12 months) for the Blood Pressure screening encounter, but ELM implements a 6-month lookback.",,openrouter,Hypertension-Screening_CPG.md,True,True,True,False
