file,library,model,trial,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,llama-3.3-70b,1,False,1.9442384243011475,"; The CPG specifies an age range of 40 to 75 years, but the ELM implementation does not explicitly state the upper age limit of 75 years for the ""Age >= 40 years"" condition. It only mentions ""Age <= 75 years"" separately.; The CPG recommends statin therapy for patients with a 10-year CVD risk of 10% or greater, but the ELM implementation does not explicitly mention this risk threshold.; The lookback periods for MostRecentValidLDLTest, MostRecentValidHDLTest, and MostRecentValidSmokingStatus are specified as 6 years in the ELM, which matches the CPG's implicit requirement for up-to-date risk factor information. However, the CPG does not explicitly state these lookback periods.; The CPG excludes patients with LDL-C levels >=190 mg/dL, which is correctly implemented in the ELM as ""190 mg/dL (in: MeetsExclusionCriteria)"".; The CPG recommends selectively offering statin therapy for patients with a 10-year CVD risk of 7.5% to less than 10%, but this is not explicitly mentioned in the ELM implementation.; The ELM implementation mentions various value sets and codes, but it does not explicitly state how these are used to determine the patient's eligibility for statin therapy according to the CPG requirements.; The CPG specifies that patients should have at least one of the following risk factors: dyslipidemia, diabetes, hypertension, or smoking. The ELM implementation mentions these risk factors, but it does not explicitly state that patients must have at least one of them.; The CPG recommends using a validated risk calculator, such as the ASCVD Pooled Cohort Equations, to estimate the patient's 10-year CVD risk. The ELM implementation does not explicitly mention this.; The CPG excludes patients with existing cardiovascular disease, familial hypercholesterolemia, and other conditions. The ELM implementation mentions some of these exclusions, but it does not explicitly state all of them.; The CPG recommends documenting shared decision-making discussions and providing patient education materials. The ELM implementation does not explicitly mention these recommendations.",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,llama-3.3-70b,1,True,0.1457059383392334,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,llama-3.3-70b,1,True,0.1320967674255371,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,llama-3.3-70b,1,True,0.47202420234680176,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,llama-3.3-70b,1,True,0.23598194122314453,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,llama-3.3-70b,1,True,0.45654940605163574,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,llama-3.3-70b,1,True,0.09900188446044922,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,llama-3.3-70b,1,True,0.4653017520904541,,,groq,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,llama-3.3-70b,1,True,0.37223362922668457,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,llama-3.3-70b,1,False,0.5093770027160645,The ELM implementation has two value mismatches with the CPG requirements.,,groq,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,llama-3.3-70b,1,False,0.5656788349151611,"The ELM implementation has an age threshold mismatch. The CPG requires an age range of 30-85 years, but the ELM implementation uses an age range of 30-80 years, with the upper limit being 5 years less than specified.",,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,llama-3.3-70b,1,False,0.6013321876525879,"The ELM implementation has a mismatch in the ""Time Intervals (Lookback Periods)"" section. The CPG requirements do not specify a lookback period of ""9 g%"" for the HbA1c Laboratory Test, but rather imply that the most recent result should be used. The ELM implementation should be updated to reflect this. Additionally, the unit ""9 g%"" is unclear and does not match any value in the CPG requirements. The ""Time Intervals (Lookback Periods)"" section in the ELM implementation summary appears to be incorrect or incomplete.",,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,1,True,0.33924365043640137,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,llama-3.3-70b,1,True,0.12036299705505371,,,groq,Lung-Cancer-Screening_CPG.md,True,True,True,True
AAA-Screening.json,AAA_Screening_CDS,llama-3.3-70b,1,True,0.2512350082397461,,,groq,AAA-Screening_CPG.md,True,True,True,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,llama-3.3-70b,1,True,0.24010992050170898,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,llama-3.3-70b,1,True,0.09206295013427734,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,llama-3.3-70b,1,True,0.3706929683685303,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,llama-3.3-70b,1,False,0.8671810626983643,,,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False
Anxiety-Screening.json,Anxiety_Screening_CDS,llama-3.3-70b,1,False,0.29749321937561035,"The ELM implementation has a lookback period of 6 months, but the CPG requires a lookback period of 1 year. The age threshold matches the CPG requirement of 18 years or older.",,groq,Anxiety-Screening_CPG.md,True,True,True,False
HIV-Screening.json,HIV_Screening_CDS,llama-3.3-70b,1,False,0.2976241111755371,"The ELM implementation has an age threshold of 30 years, but the CPG requires an age range of 15 to 65 years. The ELM implementation does not match the CPG requirements for the age thresholds.",,groq,HIV-Screening_CPG.md,True,True,True,False
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,llama-3.3-70b,1,False,0.4795997142791748,The ELM implementation has the following mismatches with the CPG requirements:,,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False
Cervical-Cancer-Screening-WrongAge.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,1,False,0.8132307529449463,"The ELM implementation has a mismatch in the age threshold. The CPG requires an age range of 21-65 years, but the ELM implementation only mentions age thresholds of 30 years and 65 years, missing the lower threshold of 21 years.",,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,False
