file,library,model,trial,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-20b,3,False,2.168332815170288,"Risk threshold check for 10‑year CVD risk ≥10% not implemented; Total cholesterol not included in dyslipidemia risk factor; Final rule combining inclusion criteria (age, risk factor, risk threshold) and exclusion criteria missing; Selective offer logic for 7.5–10% risk not implemented; Exclusion criteria does not explicitly cover all contraindications to statin therapy.",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-20b,3,False,1.5741074085235596,"[NumberConfirmedConditions filter does not reference the required code system http://terminology.hl7.org/CodeSystem/condition-ver-status; it uses a generic concept ""Condition Confirmed"" without specifying the code system. Summary expression is only [Concatenate] with no explicit format; it does not match the required format ""{PatientFirstName} has {N} confirmed conditions and {M} MedicationRequests."" Patient first name extraction from Patient.name[0].given[0] is not implemented in the ELM.]",,groq,Condition_Medication_Count_CPG.md,True,True,False,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-20b,3,True,0.8543410301208496,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-20b,3,True,0.8144688606262207,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-20b,3,True,0.6942236423492432,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-20b,3,True,0.5743682384490967,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-20b,3,True,0.5238468647003174,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gpt-oss-20b,3,False,1.237126350402832,The ELM implementation does not include a check for a qualifying encounter using the “Encounter to Screen for Depression” value set (2.16.840.1.113883.3.600.1916) as required by the CPG inclusion criteria. This omission means the logic may trigger a recommendation for patients who do not have a qualifying encounter.,,groq,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-20b,3,False,3.743502616882324,"Female sex check uses string equality instead of referencing the “Female Administrative Sex” value set; DEXA scan check does not verify that a result is present, only that an observation exists within the past 2 years.",,groq,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-20b,3,False,0.721308708190918,"; Age threshold mismatch: CPG requires patients to be **≥18 years** old, but the ELM implementation uses **≥25 years**.; Screening look‑back interval mismatch: CPG specifies a **12‑month** (1‑year) look‑back for prior blood‑pressure screening encounters, whereas the ELM implementation uses a **6‑month** interval.",,groq,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,gpt-oss-20b,3,False,3.253284215927124,"The ELM implementation uses an upper age limit of 80 years, whereas the CPG requires patients to be 85 years or younger (inclusive). This mismatch in the age threshold means the ELM does not fully comply with the CPG.",,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,gpt-oss-20b,3,False,0.5635232925415039,"HbA1c threshold mismatch – the CPG requires the most recent HbA1c result to be **≥ 6.5 %**, but the ELM implementation uses **≥ 9 g %**.",,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,gpt-oss-20b,3,True,0.8001863956451416,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True
